child (1).wav,-321.89706,130.06052,-32.36924,1.8595548,-29.990675,11.254742,-3.8346026,18.077917,4.7500167,-9.595977,7.200786,-1.1116607,2.0494316,0.227239,0.014210608,-0.029862508,-0.027545908,-0.07469507,-0.027493717,-0.017981503,0.012184573,0.0024250695,-0.033901986,-0.027042316,-0.027080966,-0.009535751,0.07167327,0.033137847,-0.01511757,-0.03694311,0.0036214273,-0.032597624,-0.006862703,-0.015421295,-0.0063442495,0.0037074254,-0.005711125,-0.012325299,-0.010266177
child (10).wav,-310.59644,126.3193,-59.963615,22.511662,-18.16449,21.352589,0.3447476,7.913798,10.253669,-7.3907943,-9.178198,3.1021135,-1.4818426,0.008281034,-0.034689333,-0.002860373,0.057596263,-0.0019533958,0.0011896376,-0.0009959523,-0.021868259,0.01640781,0.00861814,-0.020591082,-0.027557967,0.0063064164,-0.0206816,-0.007858488,0.0019203289,0.001283783,0.007585306,-0.004401267,-0.0063170022,-0.011195794,-0.011849129,0.0024874134,0.006830053,0.0026290668,-0.0016842164
child (11).wav,-360.82397,140.49455,-41.484695,-0.22114216,-3.4041233,1.0986332,-13.866033,15.258968,9.229017,-9.5469675,4.056701,9.096901,3.2197618,0.08725839,0.06334819,-0.017529905,-0.016491124,0.01151277,0.006235852,-0.021302849,-0.031893726,-0.00047362756,0.02068013,0.007038017,-0.00354225,-0.008938909,-0.040870156,-0.02067669,0.009627996,0.0009288093,-0.005509818,0.002791109,0.008307116,-0.010179654,0.00981188,0.014989728,-0.007851079,0.0013158544,-0.0053344397
child (12).wav,-380.05148,124.52058,-54.487354,-13.425292,-0.015929533,16.457272,5.5112348,11.033122,18.321562,2.2394364,-3.3813932,11.20093,2.1088915,0.0841406,-0.0033472,-0.08427937,-0.014586531,-0.00015339901,0.03924111,0.02810836,-0.028215589,0.029601155,0.006775623,-0.019963322,0.041248057,0.014772774,0.021864368,-0.006812113,-0.02425763,-0.011375832,-0.007154978,-0.008502639,-0.0134539055,0.005838641,0.018925106,-0.00067560445,-0.017115997,0.006311528,-0.010370901
child (13).wav,-318.52426,126.78666,-62.25802,-9.380488,-3.867649,10.88028,-10.574519,6.487962,7.977154,6.2443213,4.3240266,4.069805,4.499741,-0.13546616,0.0051652407,-0.05452594,-0.018015182,0.11418905,0.020392343,0.030931948,-0.059981845,0.009072936,0.024585446,-0.0012845411,-0.011576936,-0.022731014,-0.011523484,0.015861165,0.020138388,-0.011896865,0.004656532,-0.0047686966,0.004982964,0.010241868,-0.00997395,0.0031486577,0.0012645223,0.0011828563,0.003776593
child (14).wav,-324.03476,153.2099,-47.59566,-28.421917,7.701781,-1.1291302,0.656124,13.506607,5.4404984,-12.919538,-4.8068147,9.341375,-3.378659,-0.086958595,-0.015303872,-0.036463,-0.07790249,-0.0028132808,-0.006021424,-0.0032166063,-0.013250633,-0.0033827776,-0.016246513,-0.0024590725,0.0056551658,-0.015820963,-0.024180612,-0.018934835,-0.0096639125,-0.006607895,0.0024170764,0.0035146284,-0.003794202,-0.009825522,0.00058028736,0.0037843667,-0.0013417425,-0.0059166783,-0.0016391358
child (15).wav,-318.08798,164.35294,-66.86765,-40.658035,2.0489354,11.863364,2.363554,4.0527596,5.8647375,-5.4078164,-2.5779386,-0.90763474,-7.8336625,0.028513039,-0.042618193,0.020481238,0.028807916,-0.054735128,0.01822608,0.022980304,0.02276385,0.0035911552,-0.023975529,-0.031995393,-0.0041053584,0.009816539,0.031538144,0.023310883,0.0068276026,0.008591965,-0.00985165,-0.0071349973,0.005051565,-0.0054460065,-0.009940595,-0.0013787335,0.009372362,0.0029423644,0.00305882
child (16).wav,-366.2371,126.41016,-76.12329,23.469656,-18.82548,18.383236,17.571402,14.400409,0.42756245,-16.90169,2.6421876,14.506605,-8.090941,-0.073807836,-0.015302075,-0.05006016,-0.004578564,0.016936691,-0.04056699,0.02531478,-0.011793779,0.0060485466,-0.02066846,-0.012567469,-0.010806425,-0.00858809,-0.061635196,0.016436243,0.03288216,-0.014139034,-0.008724838,-0.021823421,0.003995109,-0.017687464,-0.015335801,0.0036237114,-0.0063686436,-0.0083244955,-0.0010286841
child (17).wav,-319.8356,142.82233,-65.32017,7.6702275,-21.447569,24.790422,1.4841207,20.55258,12.327829,-30.842379,-4.685254,-0.9172237,-2.4695628,0.018185833,0.00015709395,-0.060346678,-0.02134535,0.017041525,-0.0023770393,-0.032112915,-0.021128729,0.002081008,-0.055393443,-0.011851496,0.0070058554,-0.009201217,0.012809735,0.008340939,0.0022925793,0.0076347576,-0.010586565,-0.009606131,-0.0041499543,-0.020761987,-0.01666911,0.010427903,0.013593932,-0.015454476,-0.004919602
child (18).wav,-407.93442,147.32025,-13.8871355,-27.965775,-18.79257,27.929962,13.503936,-3.5083675,-12.484873,2.066974,20.120779,13.422313,-3.206209,-0.08418055,-0.028189262,0.01833767,-0.02416757,-0.01291061,0.02791872,0.0046012737,-0.019919353,0.0028032393,-0.00020862077,0.020550987,-0.0037181694,-0.022958916,-0.03465079,-0.011161341,-0.004697236,0.011817841,0.02670186,-0.014440691,-0.0032192506,0.0028139313,0.005439732,0.003634502,-0.01639608,-0.016588965,-0.005568155
child (19).wav,-316.929,122.0127,-58.398216,-1.3543701,-23.124647,22.551704,2.0181155,14.28008,7.0739083,-13.87037,-3.351842,-6.543383,1.9032333,-0.068611965,-0.018812647,-0.024308277,-0.061733674,-0.022307495,0.0021624798,-0.0011112386,-0.015598886,0.009114229,-0.02389362,-0.011842032,-0.0034118327,-0.00085345225,0.022734987,0.013054861,-0.00817073,0.010194878,-0.0005919076,-0.027587976,-0.0146874,-0.021036465,-0.012687742,0.009086497,0.0037487303,0.004269306,-0.00043507534
child (2).wav,-414.5201,154.38477,-2.7063754,1.772215,5.0949707,7.407814,0.25313646,8.488069,-3.1985164,-8.223257,-2.227502,3.6858408,-1.1634499,0.08890772,-0.01627733,-0.08403932,0.024333168,-0.04121933,-0.012330975,0.027693534,0.02372799,0.021068987,0.002887337,0.015242431,0.00029824575,-0.019040016,-0.04365779,-0.007651461,0.06857036,0.010445032,-0.012175453,0.0138370795,0.024931291,0.008676753,0.005932893,-0.0113821905,-0.022361802,0.004638229,0.0005018284
child (20).wav,-407.43143,139.12492,8.321066,-1.7930273,-13.15322,10.513854,10.13914,4.3620734,0.56608415,0.20566355,3.8828533,5.894422,-1.7230027,0.021116186,0.09177503,-0.077548295,-0.08471534,-0.018991686,-0.03196904,0.08462552,-0.05221908,-0.009022718,-0.004279428,0.035638496,0.00416465,-0.025433438,-0.04961173,-0.025599109,0.02673268,-0.009100513,-0.0023133943,-0.018307019,-0.022112532,-0.01582162,-0.009806698,-0.0054416335,0.003023753,-0.003999377,-0.009314181
child (21).wav,-308.705,123.57629,-60.25683,12.697336,-20.338352,24.199234,-4.0636835,9.920334,0.8806496,-24.933125,-0.7510764,1.8078097,4.303355,-0.065979615,-0.03437592,-0.05749245,-0.043490093,0.0048894226,-0.003336969,0.013461817,0.0007631577,0.019443298,0.0022300729,0.006412696,-0.0009223354,0.00456598,-0.0026528472,0.0030145498,0.00059940503,-0.011167116,-0.01466722,-0.015436579,-0.0073835817,0.001187396,0.0005395099,0.008011727,0.0015705205,-0.011752108,-0.006007624
child (22).wav,-323.09216,141.82855,-61.5259,3.0224047,-16.004591,14.706907,-8.620631,7.857238,26.852215,-0.4642821,-0.7711222,7.602619,12.914279,-0.08279336,-0.017502533,0.049742803,0.010927565,0.005646523,-0.0015821812,-0.010188005,-0.005546426,-0.005507298,-0.011645413,0.0006635534,-0.010148744,-0.014465023,-0.023827389,-0.007798041,0.007160852,0.0063855555,0.0056686075,-0.004857107,0.001905792,0.0018662077,0.0006168558,-0.0013901809,-0.0019142283,0.0012674967,-0.0044187955
